Algorithm,TotalCloudlets,Violations,ViolationPct,Tier1,Tier2,Tier3,AvgTardiness,MaxTardiness,PowerConsumption,TotalTimeTaken
ACO_Multiple_Runs_128times_17,271,19,7.01,18,1,0,6.51,71.48,377.81,766.50
ACO_Multiple_Runs_128times_17,271,16,5.90,16,0,0,1.70,8.46,383.31,766.50
ACO_Multiple_Runs_128times_17,271,34,12.55,29,3,2,15.93,146.91,355.19,766.50
ACO_Multiple_Runs_128times_17,271,73,26.94,49,20,4,43.42,613.85,360.24,766.50
ACO_Multiple_Runs_128times_17,271,40,14.76,36,3,1,24.72,736.02,346.10,766.50
ACO_Multiple_Runs_128times_17,271,123,45.39,25,34,64,130.89,475.99,334.84,766.50
ACO_Multiple_Runs_128times_17,271,99,36.53,58,24,17,101.53,766.72,314.29,766.50
ACO_Multiple_Runs_128times_17,271,30,11.07,21,4,5,100.56,1038.63,305.59,766.50
ACO_Multiple_Runs_128times_17,271,103,38.01,52,35,16,77.87,787.43,299.22,766.50
ACO_Multiple_Runs_128times_17,271,133,49.08,13,13,107,256.97,530.08,300.65,766.50
ACO_Multiple_Runs_128times_17,271,157,57.93,10,18,129,299.97,1049.68,276.89,766.50
ACO_Multiple_Runs_128times_17,271,141,52.03,17,7,117,288.82,631.14,275.24,766.50
ACO_Multiple_Runs_128times_17,271,172,63.47,23,38,111,265.42,638.43,262.77,766.50
ACO_Multiple_Runs_128times_18,240,1,0.42,1,0,0,0.46,0.46,700.00,587.06
ACO_Multiple_Runs_128times_18,240,1,0.42,1,0,0,0.11,0.11,684.75,587.06
ACO_Multiple_Runs_128times_18,240,2,0.83,2,0,0,0.40,0.43,665.81,587.06
ACO_Multiple_Runs_128times_18,240,1,0.42,1,0,0,0.39,0.39,640.80,587.06
ACO_Multiple_Runs_128times_18,240,5,2.08,3,2,0,0.70,1.08,613.38,587.06
ACO_Multiple_Runs_128times_18,240,2,0.83,2,0,0,0.10,0.20,592.99,587.06
ACO_Multiple_Runs_128times_18,240,1,0.42,1,0,0,0.25,0.25,575.56,587.06
ACO_Multiple_Runs_128times_18,240,1,0.42,1,0,0,0.27,0.27,548.75,587.06
ACO_Multiple_Runs_128times_18,240,2,0.83,0,2,0,1.18,1.27,535.49,587.06
